text,clean_text,sentiment_label
Saham jika didukung dengan modal investor yang menggoreng harga nya dapat melambung sampai setinggi langit yang sudah tidak sesuai dengan aset dari perusahaan nya lagi ini karena faktor dukungan moneter seperti 7 saham internet di bursa saham wall street,saham jika didukung dengan modal investor yang menggoreng harga nya dapat melambung sampai setinggi langit yang sudah tidak sesuai dengan aset dari perusahaan nya lagi ini karena faktor dukungan moneter seperti 7 saham internet di bursa saham wall street,Neutral
"🤩Member baru di kasih menang langsung guys situs server luar #QQHOK, Gaspooll terus Cuan kali ini Wajib WD🤩",member baru di kasih menang langsung guys situs server luar qqhok gaspooll terus cuan kali ini wajib wd,Neutral
Siapa Bandar Cryptocurrency??,siapa bandar cryptocurrency,Positive
Asset management yg aum trillion dollar kayak blackrock,asset management yg aum trillion dollar kayak blackrock,Negative
"Menurut gwe cocok sih penjelasannya sama pengalaman gwe. Ada satu emiten yg gwe kenal owner dan bisnisnya di desa gwe, pas doi IPO gwe gak langsung beli. Gwe tunggu dan liat kondisi bisnis mereka dari dekat. Dari rumor2 karyawan yg bahkan ownernya mungkin gak tau 😂 Pas gwe rasa perusahaannya bagus, baru gwe masuk. Dan sampai sekarang perusahaannya bertumbuh dgn dividen yg cakep.",menurut gwe cocok sih penjelasannya sama pengalaman gwe ada satu emiten yg gwe kenal owner dan bisnisnya di desa gwe pas doi ipo gwe gak langsung beli gwe tunggu dan liat kondisi bisnis mereka dari dekat dari rumor2 karyawan yg bahkan ownernya mungkin gak tau pas gwe rasa perusahaannya bagus baru gwe masuk dan sampai sekarang perusahaannya bertumbuh dgn dividen yg cakep,Positive
Mmekeleren mu warna ap,mmekeleren mu warna ap,Positive
Pendongeng 😢😂,pendongeng,Negative
Bapakmu pendongeng,bapakmu pendongeng,Negative
Aku bangkrut waktu beli saham LIPPO di perdana 15.000.. Saham turun terus sampai bank nya pun lenyap.. Yang gila saham yang dijadikan jaminan dimakan.. LIPPO.. DILILIT DIPOTONG.,aku bangkrut waktu beli saham lippo di perdana 15 0 saham turun terus sampai bank nya pun lenyap yang gila saham yang dijadikan jaminan dimakan lippo dililit dipotong,Negative
Kasih paham ncek...,kasih paham ncek,Neutral
"Inilah pengalaman yang gw rasakan saat belajar trading, jujur sih saham dan cripto pola bandarnya mirip-mirip Makanya buat yang bermain 5 menit atau 1jam harus hati-hati  Lebih enak main hold berhari hari",inilah pengalaman yang gw rasakan saat belajar trading jujur sih saham dan cripto pola bandarnya mirip mirip makanya buat yang bermain 5 menit atau 1jam harus hati hati lebih enak main hold berhari hari,Positive
Hari pertama langsung minus 15%🗿 Untung nya gw langsung banyak belajar dan ngebalikin portofolio gw yang minus 1 - 2% per hari,hari pertama langsung minus 15 untung nya gw langsung banyak belajar dan ngebalikin portofolio gw yang minus 1 2 per hari,Negative
"berarti saham yg bagus itu saham nya luar negeri ya?, kyk samsung, apple, tesla, alphabet atau amazon gitu?",berarti saham yg bagus itu saham nya luar negeri ya kyk samsung apple tesla alphabet atau amazon gitu,Neutral
Lanjut part 2 bang🔥,lanjut part 2 bang,Positive
Cerdik bandar nasional,cerdik bandar nasional,Negative
"ORANG YANG NGAJARIN SCALPING  YANG DARI MANA ITU  KERJA SAMA SEKURITAS.. FEE 50% DARI STIAP TRANKSAKSI UNTUNG APA RUGI ,,, BANGKE ,,,,   DIA NAIKIN SAHAM GOCAP   TRUS DI KUNCI ... ITU NAMANYA UANG HARAM BOS.. ITU CUMA MINDAH2 UANG DARI ORANG KITA SENDIRI SAMA2 ORANG INDONESIA,, MENDING PINDAH MARKET",orang yang ngajarin scalping yang dari mana itu kerja sama sekuritas fee 50 dari stiap tranksaksi untung apa rugi bangke dia naikin saham gocap trus di kunci itu namanya uang haram bos itu cuma mindah2 uang dari orang kita sendiri sama2 orang indonesia mending pindah market,Negative
"bandar saham ,, itu yang punya emiten sendiri ,,, dia pegang paling banyak,, trus dia nunjuk orang buat bandarin jga harganya juga",bandar saham itu yang punya emiten sendiri dia pegang paling banyak trus dia nunjuk orang buat bandarin jga harganya juga,Negative
Contohnya uym main saham pura malah digebukin bandar.😅,contohnya uym main saham pura malah digebukin bandar,Neutral
Kalau bandar crypto ada gak kk 😅,kalau bandar crypto ada gak kk,Neutral
Blackrock,blackrock,Negative
Bencok itu mainnya right issue buat ngangkat harga abis itu digebukin yg cere cere.,bencok itu mainnya right issue buat ngangkat harga abis itu digebukin yg cere cere,Negative
Right Issue itu apa ya bang? Pemula soalnya bang 🙏🏻,right issue itu apa ya bang pemula soalnya bang,Negative
Menawarkan saham baru kpd pemegang saham lama.,menawarkan saham baru kpd pemegang saham lama,Neutral
Setelah melihat video ini saya putuskan beli tanah dan emas dan properti aja 😄,setelah melihat video ini saya putuskan beli tanah dan emas dan properti aja,Neutral
Gmn hasilnya ?,gmn hasilnya,Positive
"sapakek wak bg batua bana, don't belive you can be the richest man with playing ""SAHAM"", that's the reality  🤞🏼💀",sapakek wak bg batua bana don t belive you can be the richest man with playing saham that s the reality,Neutral
"Dimana ada supply, disitu ada demand, imbalance terjadi akan menciptakan bullish dan dan bearish, agar imbalance berjalan maka harga naik dulu agar supply mendapatkan likuiditas, dan harga turun dulu agar demand mendapatkan likuiditas. makanya banyak merasa kejebak karena tidak bisa membaca liquidity market / orderflow - volume analysis. taunya narasi, bandar dan chart pattern doang.",dimana ada supply disitu ada demand imbalance terjadi akan menciptakan bullish dan dan bearish agar imbalance berjalan maka harga naik dulu agar supply mendapatkan likuiditas dan harga turun dulu agar demand mendapatkan likuiditas makanya banyak merasa kejebak karena tidak bisa membaca liquidity market orderflow volume analysis taunya narasi bandar dan chart pattern doang,Negative
"wah keren nih, bang mau nanya, itu apa benar kalau invest banyak ratusan juta gitu dan kita sudah paham liqudity market dan orderflow, volume dll tetap bisa nyangkut ga bakal ada yang beli?",wah keren nih bang mau nanya itu apa benar kalau invest banyak ratusan juta gitu dan kita sudah paham liqudity market dan orderflow volume dll tetap bisa nyangkut ga bakal ada yang beli,Negative
technical itu selalu dipakai bandar utk nge- gocek retail.,technical itu selalu dipakai bandar utk nge gocek retail,Neutral
ulti nolan,ulti nolan,Negative
Mari selalu berbuat banyak kebaikan ❤️,mari selalu berbuat banyak kebaikan,Positive
Jadi siapakah LKH....,jadi siapakah lkh,Neutral
"kan sudah kuduga, pasti dapat ilmu baru lagi yg menjawab pertanyaan dalam otakku.",kan sudah kuduga pasti dapat ilmu baru lagi yg menjawab pertanyaan dalam otakku,Positive
Masuk akal menurut saya ..lanjutkan pencerahan nya bro ..😊,masuk akal menurut saya lanjutkan pencerahan nya bro,Neutral
INDRA KENZ CASING BARU. BEDANYA KALI INI TANPA BINOMO 🤣🤣🤣🤡🤡🤡,indra kenz casing baru bedanya kali ini tanpa binomo,Neutral
bukti?,bukti,Positive
"​@greatestzagip emng iri aja dia, karnadia  ga bakal punya uang banyak",emng iri aja dia karnadia ga bakal punya uang banyak,Negative
Untuk mengetahui apa kepentingan/keinginan yg empunya emiten dari mana?,untuk mengetahui apa kepentingan keinginan yg empunya emiten dari mana,Neutral
"Cari tau orng yg petinggi korporasinya, cari track recordnya. Caranya nonton rups nya biasanya yg udh setahun di upload ke public. Trusnliat apakah hasil dari rupsnya sudah terjadi atau omdo",cari tau orng yg petinggi korporasinya cari track recordnya caranya nonton rups nya biasanya yg udh setahun di upload ke public trusnliat apakah hasil dari rupsnya sudah terjadi atau omdo,Neutral
"belajar dari mana ya bang timothy,,bisa pinter gini",belajar dari mana ya bang timothy bisa pinter gini,Positive
Benar ko..sekarang peraturannya pun semakin gak bermutu,benar ko sekarang peraturannya pun semakin gak bermutu,Negative
Penjelasan yg sangat masuk akal..,penjelasan yg sangat masuk akal,Positive
"Suasana pameran Artefak Rasul hari terakhir di Ndalem Guron Desa Tegalsari Kecamatan Jetis Kabupaten Ponorogo, Ahad (21/01/2024).   Bagi yang belum kesini pameran ndalem guron masih dibuka sampai 10 Februari 2024. Monggo ajak keluarga,  sahabat, kekasih, teman kalian dan lain-lainnya ajak kesini ya gratis.   #ndalemguron #ndalemngguron #ndalemgurontegalsari   #tegalsari #santritegalsari #tegalsarijetisponorogo #ponorogotegalsari #masjidtegalsari #tegalsariponorogo",suasana pameran artefak rasul hari terakhir di ndalem guron desa tegalsari kecamatan jetis kabupaten ponorogo ahad 21 01 2024 bagi yang belum kesini pameran ndalem guron masih dibuka sampai 10 februari 2024 monggo ajak keluarga sahabat kekasih teman kalian dan lain lainnya ajak kesini ya gratis ndalemguron ndalemngguron ndalemgurontegalsari tegalsari santritegalsari tegalsarijetisponorogo ponorogotegalsari masjidtegalsari tegalsariponorogo,Positive
masjid al-irsyad ngembag dukuh sobo desa Ngumpul Kecamatan Balong Ponorogo,masjid al irsyad ngembag dukuh sobo desa ngumpul kecamatan balong ponorogo,Neutral
Saham itu zero sum game ya judi maysir,saham itu zero sum game ya judi maysir,Neutral
"Hmmm, gitu ya",hm gitu ya,Negative
"Judi itu minus sum game, karena bandar ngambil persenan.  Contoh A judi 100 B judi 100  A menang dpt 180 Bandar 20 B dpt 0",judi itu minus sum game karena bandar ngambil persenan contoh a judi 100 b judi 100 a menang dpt 180 bandar 20 b dpt 0,Neutral
@williampatrick2807 oh jika begitu persenan itu juga haram karena di dapat dari transaksi judi (qimar),oh jika begitu persenan itu juga haram karena di dapat dari transaksi judi qimar,Negative
"Eh ko Timothy Ronald kalau buat fidio seperti ini jngnlh setengah setengah ko,buat kek lebih lengkap dan detail ,soal fidio lu tu bgs buat gw,bhkn gw mw ketemu Ama lu ko Timothy Ronald di jakarta nth jakarta mana",eh ko timothy ronald kalau buat fidio seperti ini jngnlh setengah setengah ko buat kek lebih lengkap dan detail soal fidio lu tu bgs buat gw bhkn gw mw ketemu ama lu ko timothy ronald di jakarta nth jakarta mana,Negative
Alam sutera,alam sutera,Positive
Bang pliis tolong terangkan / bahas apa itu FIAT moneyy,bang pliis tolong terangkan bahas apa itu fiat moneyy,Neutral
Ya memang betul.paparan nya,ya memang betul paparan nya,Positive
Gua subrice dan like bang🎉,gua subrice dan like bang,Positive
Saham 99% gorengan termasuk blue chip .  Ggrm  tlkm  unvr  tins,saham 99 gorengan termasuk blue chip ggrm tlkm unvr tins,Neutral
Sy main saham 1 thn sebelum suharto turun . Heheeee bulan ini masih main saham 10 milyar,sy main saham 1 thn sebelum suharto turun hehe bulan ini masih main saham 10 milyar,Neutral
Seharus nya sudah 100 M atau 1 T,seharus nya sudah 100 m atau 1 t,Neutral
"Menurut saya Beli saham itu sama kayak beli tanah. Beli lah tanah yg ada surat2nya dan cari tanah yg prospek daerah tersebut akan maju. Sama kyk saham, cari saham perusahaan yg produk2 perusahaan tersebut sampai kapan pun diperlukan masyarakat",menurut saya beli saham itu sama kayak beli tanah beli lah tanah yg ada surat2nya dan cari tanah yg prospek daerah tersebut akan maju sama kyk saham cari saham perusahaan yg produk2 perusahaan tersebut sampai kapan pun diperlukan masyarakat,Positive
"Salah.  Masyarakat yang beli saham itu selalu punya bekal harapan bahwa dia bisa jual ke orang lain dengan harga lebih tinggi. Orang lain tsb juga punya harapan yg sama. Paham?  Ini seperti bola panas yang dipindah tangankan. Seperti MLM. Penghuni terakhir yang jadi tumbal. Paham?  Mau bilang apa?  Kok kamu samakan tanah , gile bener kau sesat.  Kalau tanah, gausah dijual juga untung karena lu nanem, bangun rumah, bikin usaha, tidur, ber4k semua bisa di situ. Kalau bisa dikubur juga bisa di situ.  Kalau saham? Dividen? Dividen? Dividen itu gak seberapa dibanding  biaya beli saham. Butuh rata rata 20 tahunan utk balik modal. Ya kalau selalu bagi dividen.  Asumsi bahwa selalu ada oranf yg beli itu dalam kenyataannya memang bisa jadi iya dengan arti bahwa ada calon tumbal bagholder.  Perusahaan itu tetap punya ending.  Belum soal potongan transaksi dari bursa dan APERD.   Mau ngomong apa?  Lu kalau pernah bertanya dlm hati "" Adakah rampok yang halal secara hukum negara?""  jawabannya ya pasar modal!  Ritel diperes , dijual ginjalnya demi bandar dan instansi  bursa.",salah masyarakat yang beli saham itu selalu punya bekal harapan bahwa dia bisa jual ke orang lain dengan harga lebih tinggi orang lain tsb juga punya harapan yg sama paham ini seperti bola panas yang dipindah tangankan seperti mlm penghuni terakhir yang jadi tumbal paham mau bilang apa kok kamu samakan tanah gile bener kau sesat kalau tanah gausah dijual juga untung karena lu nanem bangun rumah bikin usaha tidur ber4k semua bisa di situ kalau bisa dikubur juga bisa di situ kalau saham dividen dividen dividen itu gak seberapa dibanding biaya beli saham butuh rata rata 20 tahunan utk balik modal ya kalau selalu bagi dividen asumsi bahwa selalu ada oranf yg beli itu dalam kenyataannya memang bisa jadi iya dengan arti bahwa ada calon tumbal bagholder perusahaan itu tetap punya ending belum soal potongan transaksi dari bursa dan aperd mau ngomong apa lu kalau pernah bertanya dlm hati adakah rampok yang halal secara hukum negara jawabannya ya pasar modal ritel diperes dijual ginjalnya demi bandar dan instansi bursa,Negative
"@joyofx tidak salah sepenuhnya broo...Kalau dia hold saham setelah lihat performa company asetnya secara fisik semisal Mandiri,BCA,dll kemudian dia tahan sahamnya hanya ngarep deviden tiap tahun itu sudah cukup bagi dia melebihi imbal hasil deposito,obligasi...dia bukan trader memang pure investasi",tidak salah sepenuhnya broo kalau dia hold saham setelah lihat performa company asetnya secara fisik semisal mandiri bca dll kemudian dia tahan sahamnya hanya ngarep deviden tiap tahun itu sudah cukup bagi dia melebihi imbal hasil deposito obligasi dia bukan trader memang pure investasi,Negative
"​​​@Ghozaa_Leeterimakasih kamu orang bijak. Padahal saya ngajak gelut tapi kamu tetap kepala dingin.   Oke. Yang kamu bilang itu istilahnya adalah yield on cost 100%.  Realitanya, peluangnya sangat kecil. Butuh intuisi tajam atau keberuntungan ubtuk membeli saham dengan undervalue dan keyakinan bahwa emiten tsb akan rajin bagi dividen setidaknya 10 tahun kedepan(untuk BEP 10 tahun)  Itupun kalau yield nya 10%. Tapi kan jarang. Rata-rata 5%.. berarti BEP 20 tahun.  Itu kalau rajin bagi dividen.  Memang.. realitanya kita pasti panen dari capital gain juga.  Tp saya bicara dalam konteks zero sum juga. Ada yg untung, karna ada yg rugi (calon bagholder).  Beda sama tanah. Nasib pemegang tanah tidak ditentukan oleh timing, tapi keterampilan manajemen dan geografis.  Kamu benar, bahwa tidak sepenuhnya salah. Ada benarnya, tapi benarnya cuma 5%. Persis seperti nominal yield rata2.   Jadi mbandingin saham dengan tanah itu kadar kebenarannya 5%.   😂",kamu orang bijak padahal saya ngajak gelut tapi kamu tetap kepala dingin oke yang kamu bilang itu istilahnya adalah yield on cost 100 realitanya peluangnya sangat kecil butuh intuisi tajam atau keberuntungan ubtuk membeli saham dengan undervalue dan keyakinan bahwa emiten tsb akan rajin bagi dividen setidaknya 10 tahun kedepan untuk bep 10 tahun itupun kalau yield nya 10 tapi kan jarang rata rata 5 berarti bep 20 tahun itu kalau rajin bagi dividen memang realitanya kita pasti panen dari capital gain juga tp saya bicara dalam konteks zero sum juga ada yg untung karna ada yg rugi calon bagholder beda sama tanah nasib pemegang tanah tidak ditentukan oleh timing tapi keterampilan manajemen dan geografis kamu benar bahwa tidak sepenuhnya salah ada benarnya tapi benarnya cuma 5 persis seperti nominal yield rata2 jadi mbandingin saham dengan tanah itu kadar kebenarannya 5,Positive
setelah beli saham apa yang harus dilakukan... Saham jangka panjang dan saham jangka pendek tu gimana?? Apa harus top up tiap bulan di saham yg kita beli...atau biarin aja gitu?...,setelah beli saham apa yang harus dilakukan saham jangka panjang dan saham jangka pendek tu gimana apa harus top up tiap bulan di saham yg kita beli atau biarin aja gitu,Negative
"Kripto lebih gelap dari saham,",kripto lebih gelap dari saham,Neutral
"saya baru nemu video anda , dan saya baru mainan saham indo sekitar 4 bulan yang lalu, awal maret 2024, saya sudah punya kesimpulan yang sama dgn anda soal saham indonesia,, sya punya sedikit nvidia, apple dan amazon , beli dsri luar,, ada kerasa yang beda , top",saya baru nemu video anda dan saya baru mainan saham indo sekitar 4 bulan yang lalu awal maret 2024 saya sudah punya kesimpulan yang sama dgn anda soal saham indonesia sya punya sedikit nvidia apple dan amazon beli dsri luar ada kerasa yang beda top,Positive
